;Time;ID_Function;ID;symbol;price_each;units;price_total;profit;fee;account
50;1587153389.088081;S-BUY;50;IBM;85.92;9;773.28;-0.45789267992278415;0.01;915.5000000000013
51;1587153389.11693;S-BUY;51;IBM;84.85;5;424.25;-0.4635345534007095;0.01;491.0000000000013
52;1587153389.14619;S-BUY;52;IBM;84.78;2;169.56;-0.3453641844549445;0.01;321.40000000000134
53;1587153389.176659;S-SELL;53;IBM;84.98;46;3909.0800000000004;0.4815086716594402;0.01;4209.3200000000015
54;1587153389.20574;S-SELL;54;IBM;86.0;23;1978.0;0.24240106960391072;0.01;6182.030000000002
55;1587153389.234128;S-SELL;55;IBM;86.63;11;952.93;0.11783945945678569;0.01;7133.750000000002
56;1587153389.267302;S-SELL;56;IBM;86.71;6;520.26;0.06364885348627522;0.01;7653.6500000000015
57;1587153389.298279;S-SELL;57;IBM;87.42;3;262.26;0.032068651810693946;0.01;7915.8200000000015
58;1587153389.330696;S-BUY;58;IBM;88.04;44;3873.76;-0.4905691917644109;0.01;4022.700000000001
59;1587153389.360295;S-SELL;59;IBM;87.32;23;2008.36;0.24997852910022614;0.01;6025.77
60;1587153389.389146;S-BUY;60;IBM;87.16;34;2963.44;-0.49273969482276136;0.01;3050.7700000000004
61;1587153389.419441;S-BUY;61;IBM;86.72;17;1474.24;-0.48369358373689253;0.01;1573.6400000000003
62;1587153389.451614;S-BUY;62;IBM;85.74;9;771.66;-0.49061882085158587;0.01;801.1700000000003
63;1587153389.482401;S-BUY;63;IBM;84.98;4;339.92;-0.42436424014681456;0.01;461.09000000000026
64;1587153389.505601;S-BUY;64;IBM;84.48;2;168.96;-0.36646784513610214;0.01;292.09000000000026
65;1587153389.529611;S-BUY;65;IBM;84.16;1;84.16;-0.2881402355519033;0.01;207.92000000000024
66;1587153389.555351;S-BUY;66;IBM;84.43;1;84.43;-0.4060891731999418;0.01;123.48000000000023
67;1587153389.580054;S-SELL;67;IBM;83.88;46;3858.4799999999996;0.49345719810519634;0.01;3960.8
68;1587153389.603739;S-SELL;68;IBM;84.31;23;1939.13;0.24753471189478374;0.01;5894.64
69;1587153389.627279;S-BUY;69;IBM;85.72;34;2914.48;-0.49540036851445163;0.01;2968.6000000000004
70;1587153389.651528;S-BUY;70;IBM;85.7;17;1456.9;-0.4912483014185473;0.01;1508.8100000000004
71;1587153389.67719;S-SELL;71;IBM;85.74;37;3172.3799999999997;0.4046464996913218;0.01;4667.5
72;1587153389.702159;S-SELL;72;IBM;86.12;18;1550.16;0.19964505485164685;0.01;6214.42
73;1587153389.725532;S-BUY;73;IBM;86.37;35;3022.9500000000003;-0.4874019899486793;0.01;3179.2200000000003
74;1587153389.749264;S-BUY;74;IBM;86.72;18;1560.96;-0.49148924111612785;0.01;1615.0200000000002
75;1587153389.775584;S-SELL;75;IBM;86.49;36;3113.64;0.39768869406616647;0.01;4715.7
76;1587153389.799225;S-BUY;76;IBM;86.76;27;2342.52;-0.49751827049895825;0.01;2365.89
77;1587153389.822908;S-BUY;77;IBM;86.44;13;1123.72;-0.4753066576431774;0.01;1240.48
78;1587153389.846679;S-BUY;78;IBM;85.86;7;601.02;-0.48469745723755836;0.01;638.97
79;1587153389.872486;S-BUY;79;IBM;84.97;3;254.91;-0.39899511645379415;0.01;383.97
80;1587153389.896209;S-BUY;80;IBM;84.39;2;168.78;-0.4396113874925116;0.01;215.15000000000003
81;1587153389.921117;S-BUY;81;IBM;84.57;1;84.57;-0.3930928697592264;0.01;130.57000000000005
82;1587153389.946074;S-SELL;82;IBM;84.4;44;3713.6000000000004;0.4926237761013264;0.01;3824.8100000000004
83;1587153389.97536;S-BUY;83;IBM;84.94;22;1868.6799999999998;-0.48918708785671083;0.01;1951.2900000000004
84;1587153390.000116;S-SELL;84;IBM;84.69;33;2794.77;0.37115435182750456;0.01;4735.17
85;1587153390.024213;S-BUY;85;IBM;85.07;27;2296.89;-0.4858181679738064;0.01;2430.9900000000002
86;1587153390.04785;S-SELL;86;IBM;84.71;30;2541.2999999999997;0.3386327567528672;0.01;4963.29
87;1587153390.073391;S-SELL;87;IBM;84.65;15;1269.75;0.16928781127758802;0.01;6230.79
88;1587153390.09757;S-BUY;88;IBM;85.25;36;3069.0;-0.4935805578473519;0.01;3148.83
89;1587153390.122459;S-BUY;89;IBM;84.89;18;1528.02;-0.48576578638665563;0.01;1617.5699999999997
90;1587153390.146766;S-BUY;90;IBM;85.13;9;766.17;-0.47389222890224897;0.01;850.5899999999997
91;1587153390.173534;S-SELL;91;IBM;84.04;39;3277.5600000000004;0.44348284960422163;0.01;4112.9400000000005
92;1587153390.197286;S-BUY;92;IBM;84.02;24;2016.48;-0.49096460345054266;0.01;2090.7000000000007
93;1587153390.221493;S-BUY;93;IBM;83.91;12;1006.92;-0.48195054708365626;0.01;1082.3400000000006
94;1587153390.245645;S-SELL;94;IBM;82.21;38;3123.9799999999996;0.42701473237596116;0.01;4191.880000000001
95;1587153390.269423;S-SELL;95;IBM;83.69;19;1590.11;0.21579862359859345;0.01;5778.380000000001
96;1587153390.293954;S-BUY;96;IBM;84.99;33;2804.6699999999996;-0.4862895297607797;0.01;2962.820000000001
97;1587153390.320188;S-BUY;97;IBM;83.55;17;1420.35;-0.4798593209974558;0.01;1539.580000000001
98;1587153390.344528;S-SELL;98;IBM;83.48;34;2838.32;0.39395613394664003;0.01;4366.340000000001
99;1587153390.369987;S-SELL;99;IBM;85.19;17;1448.23;0.19948318918554084;0.01;5811.680000000001
100;1587153390.394961;S-BUY;100;IBM;85.97;33;2837.0099999999998;-0.48907304005144114;0.01;2963.780000000001
101;1587153390.420429;S-SELL;101;IBM;85.71;25;2142.75;0.2958361348772544;0.01;5100.280000000001
102;1587153390.445111;S-SELL;102;IBM;86.69;13;1126.97;0.1532764912213891;0.01;6225.56
103;1587153390.470529;S-BUY;103;IBM;87.07;35;3047.45;-0.4904712624993762;0.01;3165.860000000001
104;1587153390.497568;S-BUY;104;IBM;86.77;18;1561.86;-0.4938500357298694;0.01;1600.760000000001
105;1587153390.521542;S-SELL;105;IBM;85.85;33;2833.0499999999997;0.3904440067971614;0.01;4422.920000000001
106;1587153390.545625;S-BUY;106;IBM;85.88;25;2147.0;-0.4861128406695541;0.01;2269.670000000001
107;1587153390.56977;S-BUY;107;IBM;85.09;13;1106.17;-0.48773357789751204;0.01;1161.810000000001
108;1587153390.593862;S-SELL;108;IBM;84.85;35;2969.75;0.41892013891827684;0.01;4119.310000000001
109;1587153390.619575;S-BUY;109;IBM;86.06;23;1979.38;-0.4811303785591707;0.01;2134.6400000000012
110;1587153390.645147;S-SELL;110;IBM;85.3;29;2473.7;0.3497072931436899;0.01;4599.930000000001
111;1587153390.669284;S-BUY;111;IBM;86.36;26;2245.36;-0.48884757150290525;0.01;2347.8100000000013
112;1587153390.693703;S-BUY;112;IBM;85.3;13;1108.8999999999999;-0.4726527202359638;0.01;1237.2200000000014
113;1587153390.718852;S-SELL;113;IBM;84.28;34;2865.52;0.41190794485891297;0.01;4091.180000000001
114;1587153390.743614;S-SELL;114;IBM;84.02;17;1428.34;0.20566539524288796;0.01;5516.630000000001
115;1587153390.768575;S-SELL;115;IBM;84.13;9;757.17;0.10770309637334;0.01;6272.990000000001
116;1587153390.793693;S-SELL;116;IBM;85.25;4;341.0;0.04903067364694751;0.01;6613.830000000001
117;1587153390.819065;S-BUY;117;IBM;84.95;38;3228.1;-0.48915127004162495;0.01;3371.290000000001
118;1587153390.844529;S-SELL;118;IBM;83.89;21;1761.69;0.2556783053179415;0.01;5128.5700000000015
119;1587153390.871245;S-SELL;119;IBM;83.65;11;920.1500000000001;0.13206011774397716;0.01;6047.510000000002
120;1587153390.896124;S-BUY;120;IBM;85.35;35;2987.25;-0.4949662483472127;0.01;3048.0100000000025
121;1587153390.921638;S-SELL;121;IBM;85.7;23;1971.1000000000001;0.2821936400130566;0.01;5013.820000000002
122;1587153390.946373;S-SELL;122;IBM;87.04;11;957.44;0.13820878846450874;0.01;5970.050000000003
123;1587153390.972396;S-SELL;123;IBM;87.5;6;525.0;0.07478962746218135;0.01;6494.690000000003
124;1587153390.999971;S-SELL;124;IBM;88.15;3;264.45000000000005;0.037652167722645395;0.01;6759.050000000003
125;1587153391.0267;S-SELL;125;IBM;88.29;1;88.29;0.012729936184508375;0.01;6847.330000000003
126;1587153391.05135;S-SELL;126;IBM;88.71;1;88.71;0.012628225386277636;0.01;6936.0300000000025
127;1587153391.077614;S-BUY;127;IBM;90.79;38;3450.0200000000004;-0.4984432767615532;0.01;3471.5700000000024
128;1587153391.103819;S-BUY;128;IBM;90.02;19;1710.3799999999999;-0.4931948465380219;0.01;1757.5800000000027
129;1587153391.129943;S-SELL;129;IBM;89.49;29;2595.21;0.3739716611500101;0.01;4344.380000000003
130;1587153391.1553;S-SELL;130;IBM;90.06;14;1260.8400000000001;0.18368613510875417;0.01;5603.260000000003
131;1587153391.181439;S-SELL;131;IBM;90.44;7;633.0799999999999;0.09216573760396447;0.01;6235.850000000003
132;1587153391.207427;S-BUY;132;IBM;90.38;34;3072.92;-0.49369807640710806;0.01;3151.370000000003
133;1587153391.23256;S-BUY;133;IBM;90.54;17;1539.18;-0.4888644679337326;0.01;1609.300000000003
134;1587153391.258603;S-BUY;134;IBM;90.07;8;720.56;-0.4479256026755179;0.01;888.100000000003
135;1587153391.285292;S-BUY;135;IBM;90.46;4;361.84;-0.40750501159988145;0.01;526.100000000003
136;1587153391.311188;S-BUY;136;IBM;90.09;2;180.18;-0.34250845911112615;0.01;345.88000000000295
137;1587153391.336854;S-BUY;137;IBM;90.04;1;90.04;-0.26032902535634556;0.01;255.83000000000294
138;1587153391.36303;S-SELL;138;IBM;88.64;37;3279.68;0.4821995148129087;0.01;3521.820000000003
139;1587153391.388179;S-SELL;139;IBM;87.56;18;1576.08;0.2362676404716717;0.01;5094.660000000003
140;1587153391.413819;S-SELL;140;IBM;87.35;9;786.15;0.11793163970207686;0.01;5880.000000000003
141;1587153391.441235;S-SELL;141;IBM;87.98;5;439.90000000000003;0.06507829663217224;0.01;6319.650000000002
142;1587153391.467372;S-BUY;142;IBM;88.12;35;3084.2000000000003;-0.4889811966896025;0.01;3223.2000000000025
143;1587153391.494999;S-BUY;143;IBM;88.59;18;1594.6200000000001;-0.49522975440688666;0.01;1625.3400000000024
144;1587153391.51978;S-SELL;144;IBM;88.59;29;2569.11;0.3803187197915663;0.01;4186.040000000003
145;1587153391.545064;S-SELL;145;IBM;88.35;14;1236.8999999999999;0.18577985785264972;0.01;5420.980000000002
146;1587153391.571033;S-BUY;146;IBM;88.7;30;2661.0;-0.49168696114915406;0.01;2750.9800000000023
147;1587153391.599504;S-SELL;147;IBM;87.1;22;1916.1999999999998;0.29128043608460225;0.01;4662.340000000002
148;1587153391.625704;S-SELL;148;IBM;87.13;11;958.43;0.14570256263691486;0.01;5619.560000000002
149;1587153391.651734;S-BUY;149;IBM;87.42;32;2797.44;-0.49871285646031943;0.01;2811.8800000000024
150;1587153391.678336;S-SELL;150;IBM;87.05;22;1915.1;0.28853860942198856;0.01;4722.140000000002
151;1587153391.703486;S-SELL;151;IBM;86.06;11;946.6600000000001;0.14312431492610647;0.01;5667.590000000002
152;1587153391.728683;S-BUY;152;IBM;85.53;33;2822.4900000000002;-0.498964060317853;0.01;2834.210000000002
153;1587153391.754847;S-SELL;153;IBM;86.41;22;1901.02;0.2866690492670487;0.01;4730.390000000001
154;1587153391.78079;S-BUY;154;IBM;87.19;27;2354.13;-0.4984289979039188;0.01;2368.9700000000016
155;1587153391.806076;S-SELL;155;IBM;86.81;24;2083.44;0.3190522642107535;0.01;4446.6500000000015
156;1587153391.831366;S-SELL;156;IBM;87.13;12;1045.56;0.15996132386216724;0.01;5490.770000000001
157;1587153391.858485;S-SELL;157;IBM;86.88;6;521.28;0.07979219252499244;0.01;6011.690000000001
158;1587153391.883771;S-BUY;158;IBM;88.19;34;2998.46;-0.49973250579570766;0.01;3001.6700000000014
159;1587153391.909669;S-BUY;159;IBM;88.36;16;1413.76;-0.4713931799767262;0.01;1585.3500000000015
160;1587153391.934808;S-SELL;160;IBM;88.96;28;2490.8799999999997;0.3797495757912084;0.01;4068.3900000000012
161;1587153391.961706;S-BUY;161;IBM;89.0;22;1958.0;-0.4818446924487208;0.01;2105.550000000001
162;1587153391.992554;S-SELL;162;IBM;88.02;25;2200.5;0.3385228374075042;0.01;4299.800000000001
163;1587153392.018088;S-SELL;163;IBM;88.17;13;1146.21;0.17391772740583833;0.01;5444.3200000000015
164;1587153392.043391;S-SELL;164;IBM;89.08;6;534.48;0.08206457318683476;0.01;5978.440000000001
165;1587153392.070725;S-BUY;165;IBM;90.41;33;2983.5299999999997;-0.4999589446255162;0.01;2984.020000000002
166;1587153392.099581;S-BUY;166;IBM;91.11;16;1457.76;-0.4889416594554343;0.01;1523.7000000000019
167;1587153392.125924;S-SELL;167;IBM;90.43;28;2532.04;0.3848120195624883;0.01;4047.9000000000024
168;1587153392.152404;S-BUY;168;IBM;91.28;22;2008.16;-0.49669309879150914;0.01;2034.9000000000024
169;1587153392.180707;S-BUY;169;IBM;90.74;11;998.14;-0.4908024330158475;0.01;1035.5500000000025
170;1587153392.208085;S-BUY;170;IBM;91.26;5;456.3;-0.44074181396696505;0.01;579.0000000000025
171;1587153392.234992;S-SELL;171;IBM;90.65;33;2991.4500000000003;0.45663951054875485;0.01;3559.560000000003
172;1587153392.27396;S-BUY;172;IBM;91.94;19;1746.86;-0.49124987696677347;0.01;1809.0900000000033
173;1587153392.302713;S-SELL;173;IBM;92.28;26;2399.28;0.36347825823487423;0.01;4201.610000000003
174;1587153392.329305;S-BUY;174;IBM;93.97;22;2067.34;-0.4926026444146327;0.01;2129.4300000000035
175;1587153392.355342;S-BUY;175;IBM;93.7;11;1030.7;-0.4843014350020197;0.01;1097.5200000000034
176;1587153392.382174;S-SELL;176;IBM;93.04;29;2698.1600000000003;0.41603409488653775;0.01;3787.270000000003
177;1587153392.409496;S-BUY;177;IBM;93.74;20;1874.8;-0.4955501457733649;0.01;1908.4700000000032
178;1587153392.43524;S-SELL;178;IBM;93.12;25;2328.0;0.35497436804498766;0.01;4230.220000000003
179;1587153392.464255;S-SELL;179;IBM;93.08;12;1116.96;0.17283178857134007;0.01;5345.740000000003
180;1587153392.491782;S-BUY;180;IBM;93.7;28;2623.6;-0.49150414957192873;0.01;2714.3000000000034
181;1587153392.5183;S-BUY;181;IBM;94.18;14;1318.52;-0.4861189968809214;0.01;1393.8200000000033
182;1587153392.544748;S-BUY;182;IBM;94.2;7;659.4;-0.4732547207050723;0.01;733.9300000000034
183;1587153392.570938;S-BUY;183;IBM;92.37;3;277.11;-0.37761637414150057;0.01;456.7300000000033
184;1587153392.598576;S-SELL;184;IBM;91.84;32;2938.88;0.46470016207455406;0.01;3385.3700000000035
185;1587153392.625055;S-SELL;185;IBM;92.32;16;1477.12;0.23309268508217532;0.01;4859.930000000004
186;1587153392.651532;S-SELL;186;IBM;92.68;8;741.44;0.11690635854920313;0.01;5600.730000000004
187;1587153392.678404;S-BUY;187;IBM;92.77;30;2783.1;-0.49771716445536496;0.01;2808.630000000004
188;1587153392.705296;S-BUY;188;IBM;92.39;15;1385.85;-0.49382122164496545;0.01;1420.530000000004
189;1587153392.732477;S-BUY;189;IBM;91.77;7;642.39;-0.45237458099771705;0.01;777.6500000000042
190;1587153392.762647;S-SELL;190;IBM;91.32;30;2739.6;0.43848683947277833;0.01;3508.250000000004
191;1587153392.796882;S-SELL;191;IBM;91.02;15;1365.3;0.21891735881730415;0.01;4871.300000000004
192;1587153392.823619;S-SELL;192;IBM;91.62;8;732.96;0.11567122959072554;0.01;5603.6200000000035
193;1587153392.850072;S-SELL;193;IBM;92.85;4;371.4;0.058522657439184625;0.01;5974.860000000003
194;1587153392.876877;S-BUY;194;IBM;93.39;31;2895.09;-0.4853258455219812;0.01;3070.160000000003
195;1587153392.904372;S-BUY;195;IBM;92.45;16;1479.2;-0.4822010692397961;0.01;1588.400000000003
196;1587153392.931899;S-SELL;196;IBM;91.82;25;2295.5;0.37185229582951956;0.01;3877.6500000000033
197;1587153392.961002;S-BUY;197;IBM;93.3;20;1866.0;-0.48171621080892657;0.01;2007.6500000000033
198;1587153392.990291;S-SELL;198;IBM;91.21;23;2097.83;0.3384677687390487;0.01;4100.190000000003
199;1587153393.018147;S-SELL;199;IBM;93.06;11;1023.6600000000001;0.16654898068756807;0.01;5122.640000000003
200;1587153393.04489;S-BUY;200;IBM;94.53;27;2552.31;-0.498951195910348;0.01;2563.040000000003
201;1587153393.072288;S-SELL;201;IBM;94.59;19;1797.21;0.29204644247097333;0.01;4356.640000000003
202;1587153393.099532;S-BUY;202;IBM;96.45;22;2121.9;-0.487591341513856;0.01;2229.900000000003
203;1587153393.126287;S-SELL;203;IBM;96.39;21;2024.19;0.32263818026194346;0.01;4249.680000000003
204;1587153393.153019;S-BUY;204;IBM;96.84;21;2033.64;-0.47903666904578474;0.01;2211.630000000003
205;1587153393.179376;S-SELL;205;IBM;96.82;21;2033.2199999999998;0.3240883312133586;0.01;4240.440000000002
206;1587153393.206569;S-BUY;206;IBM;97.04;21;2037.8400000000001;-0.4810730802189784;0.01;2198.1900000000023
207;1587153393.235238;S-SELL;207;IBM;96.5;21;2026.5;0.32440713455572295;0.01;4220.2800000000025
208;1587153393.265215;S-BUY;208;IBM;96.79;21;2032.5900000000001;-0.48212824399234294;0.01;2183.2800000000025
209;1587153393.294762;S-BUY;209;IBM;96.54;11;1061.94;-0.4866663305943434;0.01;1120.1300000000024
210;1587153393.322342;S-BUY;210;IBM;96.79;5;483.95000000000005;-0.43214451548380095;0.01;635.9300000000023
211;1587153393.349475;S-SELL;211;IBM;95.96;29;2782.8399999999997;0.44933798359491034;0.01;3410.3600000000024
212;1587153393.376084;S-SELL;212;IBM;97.31;14;1362.3400000000001;0.22212982710155413;0.01;4770.7400000000025
213;1587153393.402617;S-SELL;213;IBM;97.8;7;684.6;0.11150835986936937;0.01;5454.850000000002
214;1587153393.429483;S-SELL;214;IBM;98.42;4;393.68;0.06306902379827137;0.01;5848.370000000003
215;1587153393.457248;S-SELL;215;IBM;99.37;2;198.74;0.03181973194829813;0.01;6047.070000000002
216;1587153393.489137;S-BUY;216;IBM;99.71;30;2991.2999999999997;-0.4954066448384995;0.01;3046.7700000000027
217;1587153393.524467;S-SELL;217;IBM;99.3;16;1588.8;0.25535977472793275;0.01;4633.010000000003
218;1587153393.560121;S-BUY;218;IBM;99.96;23;2299.08;-0.4968062026224574;0.01;2328.640000000003
219;1587153393.594664;S-BUY;219;IBM;99.61;11;1095.71;-0.47078107612258957;0.01;1231.720000000003
220;1587153393.629586;S-SELL;220;IBM;98.95;25;2473.75;0.4007390283769399;0.01;3699.220000000003
221;1587153393.665877;S-BUY;221;IBM;98.94;18;1780.92;-0.48185325678169216;0.01;1915.060000000003
222;1587153393.70163;S-SELL;222;IBM;98.86;21;2076.06;0.34242763621249017;0.01;3986.7100000000028
223;1587153393.736281;S-BUY;223;IBM;100.19;19;1903.61;-0.47792171926388954;0.01;2079.490000000003
224;1587153393.773015;S-BUY;224;IBM;100.0;10;1000.0;-0.48111850429879316;0.01;1078.490000000003
225;1587153393.80994;S-BUY;225;IBM;99.39;5;496.95;-0.4608899688381053;0.01;581.2900000000029
226;1587153393.845872;S-BUY;226;IBM;99.23;2;198.46;-0.3414365591397832;0.01;382.7900000000029
227;1587153393.881528;S-SELL;227;IBM;98.01;29;2842.29;0.469105258988341;0.01;3216.670000000003
228;1587153393.916929;S-SELL;228;IBM;97.38;14;1363.32;0.2294630008331439;0.01;4578.0300000000025
229;1587153393.952248;S-SELL;229;IBM;98.8;7;691.6;0.11602586256068873;0.01;5269.140000000002
230;1587153393.990752;S-BUY;230;IBM;99.85;26;2596.1;-0.49333191445695657;0.01;2666.280000000002
231;1587153394.028026;S-BUY;231;IBM;97.9;13;1272.7;-0.4776344578340379;0.01;1391.890000000002
232;1587153394.063146;S-SELL;232;IBM;97.51;23;2242.73;0.3819324053228338;0.01;3629.3300000000017
233;1587153394.10522;S-BUY;233;IBM;97.7;18;1758.6000000000001;-0.48498520444886895;0.01;1867.4900000000016
234;1587153394.140934;S-BUY;234;IBM;97.1;9;873.9;-0.4681573703044974;0.01;992.7800000000016
235;1587153394.176706;S-BUY;235;IBM;95.32;5;476.59999999999997;-0.48018699686659266;0.01;515.9300000000017
236;1587153394.21791;S-SELL;236;IBM;94.02;28;2632.56;0.45599588443863975;0.01;3140.6500000000015
237;1587153394.253645;S-BUY;237;IBM;90.31;17;1535.27;-0.4892885370455355;0.01;1602.4900000000014
238;1587153394.289817;S-SELL;238;IBM;89.7;22;1973.4;0.3559234910586261;0.01;3571.0500000000015
239;1587153394.331887;S-BUY;239;IBM;91.55;19;1739.45;-0.4875905411163185;0.01;1827.9900000000016
240;1587153394.368351;S-SELL;240;IBM;91.21;21;1915.4099999999999;0.33874681663837003;0.01;3738.9900000000016
241;1587153394.404517;S-SELL;241;IBM;93.04;10;930.4000000000001;0.16617876362571196;0.01;4668.390000000001
242;1587153394.446387;S-SELL;242;IBM;92.78;5;463.9;0.08289938777041926;0.01;5132.040000000001
243;1587153394.483832;S-BUY;243;IBM;93.06;27;2512.62;-0.49029123371871786;0.01;2612.130000000001
244;1587153394.521462;S-BUY;244;IBM;93.05;14;1302.7;-0.4990862664117661;0.01;1307.4700000000012
245;1587153394.560093;S-SELL;245;IBM;91.55;23;2105.65;0.38190942925339344;0.01;3407.830000000001
