date;1. open;2. high;3. low;4. close;5. volume
2020-03-20;146.0;147.1;135.86;137.35;84866215.0
2020-03-19;142.77;150.15;139.0;142.71;85922661.0
2020-03-18;138.0;146.0;135.02;140.4;81593173.0
2020-03-17;140.0;147.4998;135.0;146.57;81059817.0
2020-03-16;140.0;149.35;135.0;135.42;87905868.0
2020-03-13;147.5;161.91;140.73;158.83;92727446.0
2020-03-12;145.3;153.47;138.58;139.06;93226366.0
2020-03-11;157.1304;157.7;151.15;153.63;56504304.0
2020-03-10;158.16;161.03;152.58;160.92;65354385.0
2020-03-09;151.0;157.75;150.0;150.62;70419274.0
2020-03-06;162.61;163.11;156.0;161.57;72821057.0
2020-03-05;166.045;170.87;165.69;166.27;47817251.0
2020-03-04;168.485;170.7;165.62;170.55;49814383.0
2020-03-03;173.8;175.0;162.26;164.51;71677019.0
2020-03-02;165.31;172.92;162.31;172.79;71030810.0
2020-02-28;152.41;163.71;152.0;162.01;97073557.0
2020-02-27;163.32;167.03;157.98;158.18;93174906.0
2020-02-26;169.71;173.26;168.21;170.17;56387148.0
2020-02-25;174.2;174.84;167.6462;168.07;68073295.0
2020-02-24;167.77;174.55;163.23;170.89;68311066.0
2020-02-21;183.17;183.5;177.25;178.59;48600385.0
2020-02-20;186.95;187.25;181.1;184.42;36862376.0
2020-02-19;188.06;188.18;186.47;187.28;29997471.0
2020-02-18;185.605;187.7;185.5;187.23;27853113.0
2020-02-14;183.25;185.41;182.65;185.35;23149516.0
2020-02-13;183.08;186.23;182.872;183.71;35295834.0
2020-02-12;185.58;185.85;181.85;184.71;47062921.0
2020-02-11;190.65;190.7;183.5;184.44;53159906.0
2020-02-10;183.58;188.84;183.25;188.7;35844267.0
2020-02-07;182.845;185.63;182.48;183.89;33529074.0
2020-02-06;180.97;183.8199;180.059;183.63;27751381.0
2020-02-05;184.03;184.2;178.4101;179.9;39186324.0
2020-02-04;177.14;180.64;176.31;180.12;36433339.0
2020-02-03;170.43;174.5;170.4;174.38;30149052.0
