date;1. open;2. high;3. low;4. close;5. volume
2020-02-05 10:01:00;181.47;181.83;181.4;181.745;150429.0
2020-02-05 10:00:00;181.3;181.51;181.28;181.46;128883.0
2020-02-05 09:59:00;181.4425;181.54;181.1602;181.3193;141768.0
2020-02-05 09:58:00;181.37;181.4766;181.32;181.44;101295.0
2020-02-05 09:57:00;181.3948;181.49;181.33;181.38;83197.0
2020-02-05 09:56:00;181.12;181.42;181.0601;181.4;164507.0
2020-02-05 09:55:00;181.425;181.425;181.11;181.13;129625.0
2020-02-05 09:54:00;181.48;181.5817;181.3834;181.425;111051.0
2020-02-05 09:53:00;181.547;181.7239;181.4637;181.4973;143984.0
2020-02-05 09:52:00;181.6;181.6399;181.434;181.54;136750.0
2020-02-05 09:51:00;181.8;181.8007;181.55;181.5944;0.0
2020-02-05 09:50:00;181.94;181.94;181.94;181.94;543134.0
2020-02-05 09:47:00;181.5;181.5;181.5;181.5;25995.0
2020-02-05 09:46:00;181.1838;181.48;181.1838;181.48;208445.0
2020-02-05 09:45:00;181.31;181.31;181.19;181.19;179464.0
2020-02-05 09:44:00;181.6338;181.6338;181.29;181.29;210040.0
2020-02-05 09:43:00;181.58;181.6855;181.58;181.6855;226166.0
2020-02-05 09:42:00;182.17;182.17;181.57;181.57;276338.0
2020-02-05 09:41:00;182.46;182.46;182.1853;182.1853;180155.0
2020-02-05 09:40:00;182.525;182.5831;182.525;182.5831;255649.0
2020-02-05 09:39:00;182.56;182.7254;182.56;182.7254;242357.0
2020-02-05 09:38:00;182.7403;182.7403;182.47;182.47;163040.0
2020-02-05 09:37:00;182.8915;182.8915;182.7;182.7;212785.0
2020-02-05 09:36:00;183.17;183.17;182.8601;182.9116;310449.0
2020-02-05 09:35:00;183.1919;183.1919;183.1919;183.1919;185866.0
2020-02-05 09:34:00;183.47;183.63;183.28;183.4;211739.0
2020-02-05 09:33:00;183.11;183.51;183.025;183.46;279967.0
2020-02-05 09:32:00;183.58;183.65;183.05;183.12;379287.0
2020-02-05 09:31:00;183.65;183.65;183.65;183.65;1720238.0
2020-02-04 16:00:00;179.97;180.2;179.94;180.13;427980.0
2020-02-04 15:59:00;180.07;180.07;179.88;179.98;240787.0
2020-02-04 15:58:00;180.045;180.11;180.005;180.06;192292.0
2020-02-04 15:57:00;180.01;180.06;179.97;180.045;196562.0
2020-02-04 15:56:00;179.975;180.03;179.93;180.015;182446.0
2020-02-04 15:55:00;179.86;180.0;179.77;179.98;391120.0
2020-02-04 15:54:00;179.845;179.87;179.79;179.85;116223.0
2020-02-04 15:53:00;179.76;179.87;179.74;179.845;103198.0
2020-02-04 15:52:00;179.7525;179.77;179.7;179.765;75879.0
2020-02-04 15:51:00;179.86;179.86;179.71;179.76;106262.0
2020-02-04 15:50:00;179.86;179.87;179.825;179.8599;84551.0
2020-02-04 15:49:00;179.715;179.87;179.7;179.85;98229.0
2020-02-04 15:48:00;179.645;179.73;179.64;179.7131;83241.0
2020-02-04 15:47:00;179.7;179.715;179.64;179.65;57984.0
2020-02-04 15:46:00;179.68;179.74;179.66;179.7023;66254.0
2020-02-04 15:45:00;179.64;179.69;179.64;179.68;49108.0
2020-02-04 15:44:00;179.635;179.655;179.605;179.645;53416.0
2020-02-04 15:43:00;179.565;179.68;179.56;179.64;101691.0
2020-02-04 15:42:00;179.5343;179.59;179.52;179.565;54134.0
2020-02-04 15:41:00;179.53;179.55;179.495;179.535;63111.0
2020-02-04 15:40:00;179.53;179.5716;179.52;179.535;32675.0
2020-02-04 15:39:00;179.57;179.6;179.5;179.53;66948.0
2020-02-04 15:38:00;179.58;179.615;179.55;179.5633;40384.0
2020-02-04 15:37:00;179.535;179.58;179.46;179.58;44067.0
2020-02-04 15:36:00;179.53;179.58;179.51;179.535;45299.0
2020-02-04 15:35:00;179.595;179.6146;179.53;179.53;44317.0
2020-02-04 15:34:00;179.63;179.6399;179.57;179.595;52385.0
2020-02-04 15:33:00;179.695;179.7;179.5916;179.63;110738.0
2020-02-04 15:32:00;179.645;179.71;179.6218;179.695;60384.0
2020-02-04 15:31:00;179.655;179.72;179.64;179.645;82059.0
2020-02-04 15:30:00;179.625;179.68;179.6;179.66;115265.0
2020-02-04 15:29:00;179.585;179.64;179.585;179.625;62194.0
2020-02-04 15:28:00;179.55;179.6;179.5333;179.59;135200.0
2020-02-04 15:27:00;179.5754;179.6;179.55;179.56;39691.0
2020-02-04 15:26:00;179.5828;179.585;179.55;179.57;40510.0
2020-02-04 15:25:00;179.5234;179.59;179.52;179.58;46821.0
2020-02-04 15:24:00;179.559;179.559;179.49;179.525;41026.0
2020-02-04 15:23:00;179.53;179.57;179.465;179.5569;112561.0
2020-02-04 15:22:00;179.5;179.53;179.475;179.525;41863.0
2020-02-04 15:21:00;179.38;179.49;179.34;179.49;41509.0
2020-02-04 15:20:00;179.475;179.48;179.3706;179.38;59404.0
2020-02-04 15:19:00;179.43;179.47;179.395;179.47;38366.0
2020-02-04 15:18:00;179.375;179.48;179.37;179.43;47299.0
2020-02-04 15:17:00;179.42;179.42;179.34;179.3748;85562.0
2020-02-04 15:16:00;179.425;179.47;179.42;179.42;32671.0
2020-02-04 15:15:00;179.485;179.4868;179.41;179.42;44139.0
2020-02-04 15:14:00;179.475;179.54;179.465;179.49;50667.0
2020-02-04 15:13:00;179.5;179.51;179.4101;179.47;64787.0
2020-02-04 15:12:00;179.435;179.5;179.41;179.49;29031.0
2020-02-04 15:11:00;179.4;179.465;179.4;179.43;49897.0
2020-02-04 15:10:00;179.48;179.485;179.4;179.401;44682.0
2020-02-04 15:09:00;179.515;179.52;179.47;179.475;56363.0
2020-02-04 15:08:00;179.53;179.55;179.49;179.52;56047.0
