;date;1. open;2. high;3. low;4. close;5. volume
0;2020-04-15 16:00:00;284.155;284.67;284.09;284.45;881824.0
1;2020-04-15 15:55:00;284.219;284.72;284.0;284.16;462740.0
2;2020-04-15 15:50:00;284.5;284.88;284.3;284.5202;348509.0
3;2020-04-15 15:45:00;284.75;284.7898;283.93;284.55;442748.0
4;2020-04-15 15:40:00;284.71;285.09;284.5;284.74;298908.0
5;2020-04-15 15:35:00;284.7776;285.04;284.45;284.71;277355.0
6;2020-04-15 15:30:00;285.37;285.38;284.49;284.8401;260907.0
7;2020-04-15 15:25:00;285.4707;285.62;285.17;285.39;217872.0
8;2020-04-15 15:20:00;285.195;285.5;285.01;285.46;255423.0
9;2020-04-15 15:15:00;285.177;285.42;284.94;285.195;299172.0
10;2020-04-15 15:10:00;285.69;285.74;285.1;285.25;297114.0
11;2020-04-15 15:05:00;286.05;286.33;285.552;285.6604;349888.0
12;2020-04-15 15:00:00;285.24;286.08;285.24;286.08;314789.0
13;2020-04-15 14:55:00;285.51;285.51;285.02;285.21;168491.0
14;2020-04-15 14:50:00;285.62;285.66;285.2201;285.48;193495.0
15;2020-04-15 14:45:00;285.395;285.6894;285.06;285.52;166962.0
16;2020-04-15 14:40:00;285.05;285.55;284.85;285.395;194609.0
17;2020-04-15 14:35:00;285.4799;285.58;284.75;285.07;243612.0
18;2020-04-15 14:30:00;285.22;285.53;284.85;285.43;235661.0
19;2020-04-15 14:25:00;284.99;285.5;284.96;285.22;236028.0
20;2020-04-15 14:20:00;284.88;285.3;284.64;284.965;186793.0
21;2020-04-15 14:15:00;284.402;285.05;284.2;284.8794;158916.0
22;2020-04-15 14:10:00;284.395;284.8;284.371;284.41;135716.0
23;2020-04-15 14:05:00;284.05;284.6716;284.0377;284.43;148055.0
24;2020-04-15 14:00:00;284.59;284.78;284.01;284.065;131162.0
25;2020-04-15 13:55:00;284.76;284.95;284.4;284.57;138062.0
26;2020-04-15 13:50:00;284.54;284.93;284.3094;284.7813;183960.0
27;2020-04-15 13:45:00;284.1099;284.57;283.9489;284.525;169470.0
28;2020-04-15 13:40:00;284.3;284.6599;284.08;284.08;170218.0
29;2020-04-15 13:35:00;284.5065;284.51;284.19;284.3;190689.0
30;2020-04-15 13:30:00;285.0725;285.22;284.42;284.4999;227842.0
31;2020-04-15 13:25:00;285.33;285.35;284.9087;285.065;221919.0
32;2020-04-15 13:20:00;284.97;285.6;284.7;285.35;362509.0
33;2020-04-15 13:15:00;284.23;285.0;284.23;284.96;237073.0
34;2020-04-15 13:10:00;284.18;284.3;283.87;284.2;129814.0
35;2020-04-15 13:05:00;284.16;284.39;283.85;284.2;162052.0
36;2020-04-15 13:00:00;284.58;284.74;284.2;284.2;207786.0
37;2020-04-15 12:55:00;284.195;284.64;284.1801;284.57;246447.0
38;2020-04-15 12:50:00;284.0015;284.29;283.85;284.2;172875.0
39;2020-04-15 12:45:00;283.73;284.31;283.48;284.03;243185.0
40;2020-04-15 12:40:00;283.61;283.89;283.51;283.73;195044.0
41;2020-04-15 12:35:00;283.11;283.81;283.03;283.6175;224204.0
42;2020-04-15 12:30:00;282.66;283.24;282.44;283.1301;199156.0
43;2020-04-15 12:25:00;282.15;282.8;282.15;282.64;180701.0
44;2020-04-15 12:20:00;282.54;282.64;282.0429;282.1214;228417.0
45;2020-04-15 12:15:00;282.881;282.99;282.2645;282.555;204138.0
46;2020-04-15 12:10:00;283.6005;283.63;282.81;282.86;172707.0
47;2020-04-15 12:05:00;282.9637;283.62;282.75;283.595;211321.0
48;2020-04-15 12:00:00;283.21;283.46;282.79;282.98;179030.0
49;2020-04-15 11:55:00;282.69;283.28;282.6676;283.1471;173711.0
50;2020-04-15 11:50:00;283.0;283.34;282.56;282.66;189720.0
51;2020-04-15 11:45:00;283.15;283.3934;282.727;282.9975;189720.0
52;2020-04-15 11:40:00;283.78;283.84;282.92;283.178;208788.0
53;2020-04-15 11:35:00;283.37;283.99;283.31;283.8165;254628.0
54;2020-04-15 11:30:00;283.2;283.59;283.0;283.3689;240370.0
55;2020-04-15 11:25:00;283.95;283.98;283.11;283.17;266633.0
56;2020-04-15 11:20:00;284.78;284.8;283.87;283.9628;307214.0
57;2020-04-15 11:15:00;283.88;284.86;283.88;284.73;367148.0
58;2020-04-15 11:10:00;284.41;284.43;283.5701;283.85;296911.0
59;2020-04-15 11:05:00;284.42;285.0;283.745;284.37;686266.0
60;2020-04-15 11:00:00;284.46;284.7;284.15;284.43;377407.0
61;2020-04-15 10:55:00;284.106;284.75;283.58;284.482;497176.0
62;2020-04-15 10:50:00;282.75;284.22;282.75;284.1152;564547.0
63;2020-04-15 10:45:00;281.84;282.94;281.77;282.77;327391.0
64;2020-04-15 10:40:00;281.98;282.34;281.5;281.79;272792.0
65;2020-04-15 10:35:00;281.5;282.27;281.3;281.985;284824.0
66;2020-04-15 10:30:00;281.805;282.065;281.33;281.5038;259959.0
67;2020-04-15 10:25:00;281.155;281.8662;281.124;281.82;279217.0
68;2020-04-15 10:20:00;282.06;282.17;281.0;281.1587;381345.0
69;2020-04-15 10:15:00;282.34;282.685;282.0404;282.05;328432.0
70;2020-04-15 10:10:00;281.96;282.54;281.74;282.335;306299.0
71;2020-04-15 10:05:00;282.4;282.42;281.84;281.9629;418690.0
72;2020-04-15 10:00:00;281.35;282.43;281.0447;282.43;384555.0
73;2020-04-15 09:55:00;281.1302;281.616;280.97;281.335;402206.0
74;2020-04-15 09:50:00;280.7;281.32;280.63;281.095;490223.0
75;2020-04-15 09:45:00;282.83;282.9205;280.79;280.81;631717.0
76;2020-04-15 09:40:00;282.63;283.18;282.26;282.8699;645301.0
77;2020-04-15 09:35:00;281.55;282.99;281.23;282.65;2269472.0
78;2020-04-14 16:00:00;287.03;287.42;286.62;287.08;1242164.0
79;2020-04-14 15:55:00;287.98;288.04;286.215;287.0;1019253.0
80;2020-04-14 15:50:00;287.53;288.25;287.34;287.87;620432.0
81;2020-04-14 15:45:00;287.57;287.9;287.34;287.5199;450661.0
82;2020-04-14 15:40:00;287.26;287.6;287.19;287.5634;399851.0
83;2020-04-14 15:35:00;286.95;287.67;286.85;287.28;527606.0
84;2020-04-14 15:30:00;286.0592;287.05;286.0454;286.99;457720.0
85;2020-04-14 15:25:00;286.39;286.39;285.81;286.06;375391.0
86;2020-04-14 15:20:00;286.65;286.71;285.92;286.37;395038.0
87;2020-04-14 15:15:00;286.315;286.9;286.02;286.66;407554.0
88;2020-04-14 15:10:00;286.64;286.8;285.67;286.32;590547.0
89;2020-04-14 15:05:00;287.78;287.8;286.64;286.64;367462.0
90;2020-04-14 15:00:00;287.5446;288.0;287.5279;287.8;311044.0
91;2020-04-14 14:55:00;286.96;287.62;286.94;287.5699;292139.0
92;2020-04-14 14:50:00;287.32;287.5144;286.69;286.96;420252.0
93;2020-04-14 14:45:00;287.51;287.85;287.19;287.3171;267293.0
94;2020-04-14 14:40:00;287.57;287.72;287.34;287.49;247298.0
95;2020-04-14 14:35:00;287.64;287.78;287.46;287.56;269827.0
96;2020-04-14 14:30:00;287.88;287.965;287.45;287.64;263211.0
97;2020-04-14 14:25:00;287.95;288.04;287.7402;287.87;339852.0
98;2020-04-14 14:20:00;287.48;287.97;287.395;287.9499;281361.0
99;2020-04-14 14:15:00;287.42;287.71;287.28;287.5;227851.0
