date;1. open;2. high;3. low;4. close;5. volume
2020-02-06 15:13:00;324.64;324.67;324.5776;324.58;21988.0
2020-02-06 15:12:00;324.55;324.6562;324.55;324.63;29305.0
2020-02-06 15:11:00;324.65;324.66;324.56;324.56;39309.0
2020-02-06 15:10:00;324.59;324.67;324.58;324.66;19737.0
2020-02-06 15:09:00;324.56;324.64;324.5267;324.59;24489.0
2020-02-06 15:08:00;324.62;324.64;324.55;324.55;34360.0
2020-02-06 15:07:00;324.44;324.67;324.44;324.6201;77604.0
2020-02-06 15:06:00;324.36;324.4555;324.35;324.425;72984.0
2020-02-06 15:05:00;324.32;324.3758;324.263;324.3758;44061.0
2020-02-06 15:04:00;324.34;324.3515;324.13;324.31;96424.0
2020-02-06 15:03:00;324.465;324.5;324.34;324.34;51873.0
2020-02-06 15:02:00;324.56;324.56;324.42;324.4531;66084.0
2020-02-06 15:01:00;324.53;324.67;324.53;324.53;57934.0
2020-02-06 15:00:00;324.67;324.72;324.52;324.52;38260.0
2020-02-06 14:59:00;324.6957;324.8;324.675;324.68;0.0
2020-02-06 14:58:00;324.66;324.7568;324.62;324.695;19780.0
2020-02-06 14:57:00;324.71;324.76;324.6439;324.69;26099.0
2020-02-06 14:56:00;324.69;324.7301;324.59;324.7135;39855.0
2020-02-06 14:55:00;324.8205;324.87;324.66;324.72;36221.0
2020-02-06 14:54:00;324.89;324.89;324.75;324.825;30487.0
2020-02-06 14:53:00;324.88;324.95;324.87;324.906;19186.0
2020-02-06 14:52:00;324.86;324.91;324.82;324.885;23508.0
2020-02-06 14:51:00;324.985;325.0;324.86;324.8632;28625.0
2020-02-06 14:50:00;324.87;325.0;324.76;324.988;79858.0
2020-02-06 14:49:00;324.86;324.91;324.7988;324.8693;61556.0
2020-02-06 14:48:00;324.7356;324.86;324.68;324.8401;40436.0
2020-02-06 14:47:00;324.87;324.8867;324.66;324.715;45778.0
2020-02-06 14:46:00;324.94;325.0;324.83;324.8508;101294.0
2020-02-06 14:45:00;324.85;324.95;324.84;324.94;33754.0
2020-02-06 14:44:00;324.84;324.9;324.82;324.87;34954.0
2020-02-06 14:43:00;324.78;324.845;324.73;324.8357;22896.0
2020-02-06 14:42:00;324.7;324.85;324.67;324.8;42568.0
2020-02-06 14:41:00;324.66;324.75;324.645;324.71;43852.0
2020-02-06 14:40:00;324.7466;324.78;324.6041;324.642;42186.0
2020-02-06 14:39:00;324.81;324.85;324.7;324.75;41037.0
2020-02-06 14:38:00;324.755;324.9;324.75;324.81;45795.0
2020-02-06 14:37:00;324.725;324.77;324.66;324.75;29764.0
2020-02-06 14:36:00;324.9;324.905;324.703;324.703;45257.0
2020-02-06 14:35:00;324.75;324.92;324.75;324.9;39745.0
2020-02-06 14:34:00;324.7942;324.82;324.7002;324.76;28234.0
2020-02-06 14:33:00;324.8583;324.9076;324.79;324.79;47022.0
2020-02-06 14:32:00;324.79;324.88;324.6943;324.86;41744.0
2020-02-06 14:31:00;324.6332;324.8;324.58;324.8;57233.0
2020-02-06 14:30:00;324.72;324.75;324.57;324.615;42816.0
2020-02-06 14:29:00;324.6;324.71;324.51;324.692;50972.0
2020-02-06 14:28:00;324.6208;324.77;324.6;324.6045;56375.0
2020-02-06 14:27:00;324.48;324.67;324.45;324.63;66163.0
2020-02-06 14:26:00;324.51;324.55;324.35;324.4782;67138.0
2020-02-06 14:25:00;324.23;324.51;324.19;324.51;64388.0
2020-02-06 14:24:00;324.28;324.29;324.18;324.2254;22848.0
2020-02-06 14:23:00;324.2992;324.35;324.14;324.29;71882.0
2020-02-06 14:22:00;324.1492;324.31;324.0;324.28;98937.0
2020-02-06 14:21:00;324.44;324.44;324.1;324.17;105181.0
2020-02-06 14:20:00;324.63;324.64;324.4;324.42;73754.0
2020-02-06 14:19:00;324.74;324.77;324.59;324.64;72868.0
2020-02-06 14:18:00;324.9559;324.9559;324.7208;324.75;49996.0
2020-02-06 14:17:00;324.97;324.98;324.87;324.95;29940.0
2020-02-06 14:16:00;324.9495;324.98;324.8501;324.96;36694.0
2020-02-06 14:15:00;324.92;324.9799;324.9;324.94;20546.0
2020-02-06 14:14:00;324.935;324.98;324.91;324.9356;26229.0
2020-02-06 14:13:00;324.97;324.99;324.8695;324.9348;33471.0
2020-02-06 14:12:00;324.871;324.98;324.82;324.97;34747.0
2020-02-06 14:11:00;324.95;324.98;324.86;324.8671;34536.0
2020-02-06 14:10:00;324.955;324.97;324.9099;324.9482;22084.0
2020-02-06 14:09:00;324.92;324.98;324.9101;324.95;41349.0
2020-02-06 14:08:00;324.93;324.98;324.9;324.9071;56517.0
2020-02-06 14:07:00;324.9;324.94;324.775;324.92;52837.0
2020-02-06 14:06:00;324.86;324.9;324.75;324.89;67126.0
2020-02-06 14:05:00;324.78;324.87;324.72;324.86;45703.0
2020-02-06 14:04:00;324.66;324.83;324.63;324.77;48586.0
