;date;1. open;2. high;3. low;4. close;5. volume
86;2020-04-16 12:02:00;116.17;116.17;115.96;115.96;17452.0
87;2020-04-16 12:01:00;116.17;116.23;116.13;116.17;7204.0
88;2020-04-16 12:00:00;116.18;116.2232;116.13;116.19;6305.0
89;2020-04-16 11:59:00;116.28;116.28;116.14;116.19;9480.0
90;2020-04-16 11:58:00;116.26;116.33;116.25;116.31;9659.0
91;2020-04-16 11:57:00;116.24;116.35;116.21;116.3;17790.0
92;2020-04-16 11:56:00;116.2535;116.2671;116.17;116.24;7742.0
93;2020-04-16 11:55:00;116.05;116.32;116.0381;116.27;20656.0
94;2020-04-16 11:54:00;115.88;116.05;115.88;116.0427;28729.0
95;2020-04-16 11:53:00;115.845;115.88;115.8;115.8672;5698.0
96;2020-04-16 11:52:00;115.8699;115.93;115.8;115.86;5835.0
97;2020-04-16 11:51:00;115.9;115.95;115.82;115.86;5111.0
98;2020-04-16 11:50:00;115.81;115.88;115.79;115.86;8609.0
99;2020-04-16 11:49:00;115.8;115.84;115.78;115.805;3573.0
